"Apache Abdera";"git://git.apache.org/abdera.git"
"Apache Accumulo";"git://git.apache.org/accumulo.git"
"Apache ACE (incubating)";"git://git.apache.org/ace.git"
"Apache ActiveMQ ActiveIO";"git://git.apache.org/activemq-activeio.git"
"Apache ActiveMQ Apollo";"git://git.apache.org/activemq-apollo.git"
"Apache ActiveMQ CPP";"git://git.apache.org/activemq-cpp.git"
"Apache ActiveMQ Protobuf";"git://git.apache.org/activemq-protobuf.git"
"Apache ActiveMQ STOMP";"git://git.apache.org/activemq-stomp.git"
"Apache ActiveMQ";"git://git.apache.org/activemq.git"
"Apache Ambari";"git://git.apache.org/ambari.git"
"Apache Amber (incubating)";"git://git.apache.org/amber.git"
"Apache Ant";"git://git.apache.org/ant.git"
"Apache Portable Runtime iconv";"git://git.apache.org/apr-iconv.git"
"Apache Portable Runtime util";"git://git.apache.org/apr-util.git"
"Apache Portable Runtime";"git://git.apache.org/apr.git"
"Apache HTTP Request Library";"git://git.apache.org/apreq.git"
"Apache Archiva sandbox";"git://git.apache.org/archiva-sandbox.git"
"Apache Archiva";"git://git.apache.org/archiva.git"
"Apache Aries";"git://git.apache.org/aries.git"
"Apache Avro";"git://git.apache.org/avro.git"
"Apache Axis1";"git://git.apache.org/axis1.git"
"Apache Axis2/C";"git://git.apache.org/axis2-c.git"
"Apache Axis2/Java";"git://git.apache.org/axis2-java.git"
"Apache Axis2 transports";"git://git.apache.org/axis2-transports.git"
"Apache Batik";"git://git.apache.org/batik.git"
"Apache Bigtop";"git://git.apache.org/bigtop.git"
"Apache Bookkeeper";"git://git.apache.org/bookkeeper.git"
"Apache Buildr";"git://git.apache.org/buildr.git"
"Apache Bean Validation";"git://git.apache.org/bval.git"
"Apache Camel";"git://git.apache.org/camel.git"
"Apache Cassandra";"git://git.apache.org/cassandra.git"
"Apache Cayenne";"git://git.apache.org/cayenne.git"
"Apache Chainsaw";"git://git.apache.org/chainsaw.git"
"Apache Chemistry CMISLib";"git://git.apache.org/chemistry-cmislib.git"
"Apache Chemistry DotCMIS";"git://git.apache.org/chemistry-dotcmis.git"
"Apache Chemistry JSClient";"git://git.apache.org/chemistry-jsclient.git"
"Apache Chemistry OpenCMIS";"git://git.apache.org/chemistry-opencmis.git"
"Apache Chemistry PHPClient";"git://git.apache.org/chemistry-phpclient.git"
"Apache Chukwa (Incubating)";"git://git.apache.org/chukwa.git"
"Apache Clerezza";"git://git.apache.org/clerezza.git"
"Apache Cocoon";"git://git.apache.org/cocoon.git"
"Apache Commons CLI";"git://git.apache.org/commons-cli.git"
"Apache Commons Codec";"git://git.apache.org/commons-codec.git"
"Apache Commons Collections";"git://git.apache.org/commons-collections.git"
"Apache Commons Compress";"git://git.apache.org/commons-compress.git"
"Apache Commons Exec";"git://git.apache.org/commons-exec.git"
"Apache Commons FileUpload";"git://git.apache.org/commons-fileupload.git"
"Apache Commons IO";"git://git.apache.org/commons-io.git"
"Apache Commons Lang";"git://git.apache.org/commons-lang.git"
"Apache Commons Logging";"git://git.apache.org/commons-logging.git"
"Apache Commons Math";"git://git.apache.org/commons-math.git"
"Apache Commons Transaction";"git://git.apache.org/commons-transaction.git"
"Apache Commons Validator";"git://git.apache.org/commons-validator.git"
"Apache Continuum";"git://git.apache.org/continuum.git"
"Apache CouchDB";"git://git.apache.org/couchdb.git"
"Apache CXF Distributed OSGi";"git://git.apache.org/cxf-dosgi.git"
"Apache CXF";"git://git.apache.org/cxf.git"
"Apache DeltaCloud";"git://git.apache.org/deltacloud.git"
"Apache Derby";"git://git.apache.org/derby.git"
"Apache DirectMemory";"git://git.apache.org/directmemory.git"
"Apache Directory Clients";"git://git.apache.org/directory-clients.git"
"Apache Directory Daemon";"git://git.apache.org/directory-daemon.git"
"Apache Directory Installers";"git://git.apache.org/directory-installers.git"
"Apache Directory Project";"git://git.apache.org/directory-project.git"
"Apache Directory Samples";"git://git.apache.org/directory-samples.git"
"Apache Directory Server";"git://git.apache.org/directory-server.git"
"Apache Directory Shared";"git://git.apache.org/directory-shared.git"
"Apache Directory Skins";"git://git.apache.org/directory-skins.git"
"Apache Directory Studio Plugin";"git://git.apache.org/directory-studio-plugin.git"
"Apache Directory Studio";"git://git.apache.org/directory-studio.git"
"Apache Empire-db";"git://git.apache.org/empire-db.git"
"Apache ESME (incubating)";"git://git.apache.org/esme.git"
"Apache Etch (incubating)";"git://git.apache.org/etch.git"
"Apache Felix";"git://git.apache.org/felix.git"
"Apache Flex - Site (Incubating)";"git://git.apache.org/flex-site.git"
"Apache Flex - Whiteboard (Incubating)";"git://git.apache.org/flex-whiteboard.git"
"Apache Flex (Incubating)";"git://git.apache.org/flex.git"
"Apache Flood";"git://git.apache.org/flood.git"
"Apache Flume";"git://git.apache.org/flume.git"
"Apache FOP";"git://git.apache.org/fop.git"
"Apache Forrest";"git://git.apache.org/forrest.git"
"Apache FtpServer";"git://git.apache.org/ftpserver.git"
"Apache Geronimo Devtools";"git://git.apache.org/geronimo-devtools.git"
"Apache Geronimo genesis";"git://git.apache.org/geronimo-genesis.git"
"Apache Geronimo gshell";"git://git.apache.org/geronimo-gshell.git"
"Apache Geronimo jaspi";"git://git.apache.org/geronimo-jaspi.git"
"Apache Geronimo javamail";"git://git.apache.org/geronimo-javamail.git"
"Apache Geronimo Schema j2ee 1.4";"git://git.apache.org/geronimo-schema-14.git"
"Apache Geronimo Schema Java EE 5";"git://git.apache.org/geronimo-schema-5.git"
"Apache Geronimo Schema Java EE 6";"git://git.apache.org/geronimo-schema-6.git"
"Apache Geronimo specs";"git://git.apache.org/geronimo-specs.git"
"Apache Geronimo txmanager";"git://git.apache.org/geronimo-txmanager.git"
"Apache Geronimo xbean";"git://git.apache.org/geronimo-xbean.git"
"Apache Geronimo yoko";"git://git.apache.org/geronimo-yoko.git"
"Apache Geronimo";"git://git.apache.org/geronimo.git"
"Apache Giraph";"git://git.apache.org/giraph.git"
"Apache Gora";"git://git.apache.org/gora.git"
"Apache Hadoop common";"git://git.apache.org/hadoop-common.git"
"Apache Hadoop HDFS";"git://git.apache.org/hadoop-hdfs.git"
"Apache Hadoop MapReduce";"git://git.apache.org/hadoop-mapreduce.git"
"Apache Hama";"git://git.apache.org/hama.git"
"Apache Harmony";"git://git.apache.org/harmony.git"
"Apache Hadoop HBase";"git://git.apache.org/hbase.git"
"Apache HCatalog";"git://git.apache.org/hcatalog.git"
"Apache Hive";"git://git.apache.org/hive.git"
"Apache HttpComponents HttpAsyncClient";"git://git.apache.org/httpasyncclient.git"
"Apache HttpClient";"git://git.apache.org/httpclient.git"
"Apache HttpCore";"git://git.apache.org/httpcore.git"
"Apache HTTPD Docs Build";"git://git.apache.org/httpd-docs-build.git"
"Apache HTTP Server";"git://git.apache.org/httpd.git"
"Apache Cordova Android";"git://git.apache.org/incubator-cordova-android.git"
"Apache Cordova bada";"git://git.apache.org/incubator-cordova-bada.git"
"Apache Cordova blackberry-webworks";"git://git.apache.org/incubator-cordova-blackberry-webworks.git"
"Apache Cordova docs";"git://git.apache.org/incubator-cordova-docs.git"
"Apache Cordova iOS";"git://git.apache.org/incubator-cordova-ios.git"
"Apache Cordova js";"git://git.apache.org/incubator-cordova-js.git"
"Apache Cordova mac";"git://git.apache.org/incubator-cordova-mac.git"
"Apache Cordova mobile-spec";"git://git.apache.org/incubator-cordova-mobile-spec.git"
"Apache Cordova Qt";"git://git.apache.org/incubator-cordova-qt.git"
"Apache Cordova webos";"git://git.apache.org/incubator-cordova-webos.git"
"Apache Weinre";"git://git.apache.org/incubator-cordova-weinre.git"
"Apache Cordova wp7";"git://git.apache.org/incubator-cordova-wp7.git"
"Apache DeltaSpike";"git://git.apache.org/incubator-deltaspike.git"
"Apache S4";"git://git.apache.org/incubator-s4.git"
"Apache Ivy";"git://git.apache.org/ivy.git"
"Apache IvyDE";"git://git.apache.org/ivyde.git"
"Apache Jackrabbit Oak";"git://git.apache.org/jackrabbit-oak.git"
"Apache Jackrabbit";"git://git.apache.org/jackrabbit.git"
"Apache James IMAP";"git://git.apache.org/james-imap.git"
"Apache James jSPF";"git://git.apache.org/james-jspf.git"
"Apache James Mailbox";"git://git.apache.org/james-mailbox.git"
"Apache James Mime4j";"git://git.apache.org/james-mime4j.git"
"Apache James protocols";"git://git.apache.org/james-protocols.git"
"Apache James";"git://git.apache.org/james.git"
"Apache Jena - ARQ (Incubating)";"git://git.apache.org/jena-arq.git"
"Apache Jena - core (Incubating)";"git://git.apache.org/jena-core.git"
"Apache Jena - Eyeball (Incubating)";"git://git.apache.org/jena-eyeball.git"
"Apache Jena - Fuseki (Incubating)";"git://git.apache.org/jena-fuseki.git"
"Apache Jena - IRI (Incubating)";"git://git.apache.org/jena-iri.git"
"Apache Jena - JenaTop (Incubating)";"git://git.apache.org/jena-jenatop.git"
"Apache Jena - Joseki (Incubating)";"git://git.apache.org/jena-joseki.git"
"Apache Jena - LARQ (Incubating)";"git://git.apache.org/jena-larq.git"
"Apache Jena - SDB (Incubating)";"git://git.apache.org/jena-sdb.git"
"Apache Jena - Site (Incubating)";"git://git.apache.org/jena-site.git"
"Apache Jena - TDB (Incubating)";"git://git.apache.org/jena-tdb.git"
"Apache JMeter";"git://git.apache.org/jmeter.git"
"Apache JSPWiki (incubating)";"git://git.apache.org/jspwiki.git"
"Apache Kafka";"git://git.apache.org/kafka.git"
"Apache Kalument (Incubating)";"git://git.apache.org/kalumet.git"
"Apache Kandula";"git://git.apache.org/kandula.git"
"Apache Karaf Cellar";"git://git.apache.org/karaf-cellar.git"
"Apache Karaf Site";"git://git.apache.org/karaf-site.git"
"Apache Karaf";"git://git.apache.org/karaf.git"
"Apache Lenya";"git://git.apache.org/lenya.git"
"Apache libcloud (incubating)";"git://git.apache.org/libcloud.git"
"Apache log4cxx";"git://git.apache.org/log4cxx.git"
"Apache log4j component";"git://git.apache.org/log4j-component.git"
"Apache log4j extras";"git://git.apache.org/log4j-extras.git"
"Apache log4j receivers";"git://git.apache.org/log4j-receivers.git"
"Apache log4j zeroconf";"git://git.apache.org/log4j-zeroconf.git"
"Apache log4j";"git://git.apache.org/log4j.git"
"Apache log4net";"git://git.apache.org/log4net.git"
"Apache log4php";"git://git.apache.org/log4php.git"
"Apache Lucene & Solr";"git://git.apache.org/lucene-solr.git"
"Apache Lucene.NET";"git://git.apache.org/lucene.net.git"
"Apache Lucy";"git://git.apache.org/lucy.git"
"Apache Mahout";"git://git.apache.org/mahout.git"
"Apache Maven 2";"git://git.apache.org/maven-2.git"
"Apache Maven 3";"git://git.apache.org/maven-3.git"
"Apache Maven ant tasks";"git://git.apache.org/maven-ant-tasks.git"
"Apache Maven App Engine";"git://git.apache.org/maven-app-engine.git"
"Apache Maven archetype";"git://git.apache.org/maven-archetype.git"
"Apache Maven Doxia sitetools";"git://git.apache.org/maven-doxia-sitetools.git"
"Apache Maven Doxia tools";"git://git.apache.org/maven-doxia-tools.git"
"Apache Maven Doxia";"git://git.apache.org/maven-doxia.git"
"Apache Maven enforcer";"git://git.apache.org/maven-enforcer.git"
"Apache Maven Indexer";"git://git.apache.org/maven-indexer.git"
"Apache Maven Integration Testing";"git://git.apache.org/maven-integration-testing.git"
"Apache Maven jxr";"git://git.apache.org/maven-jxr.git"
"Apache Maven mercury";"git://git.apache.org/maven-mercury.git"
"Apache Maven plugin testing";"git://git.apache.org/maven-plugin-testing.git"
"Apache Maven plugin tools";"git://git.apache.org/maven-plugin-tools.git"
"Apache Maven plugins";"git://git.apache.org/maven-plugins.git"
"Apache Maven pom";"git://git.apache.org/maven-pom.git"
"Apache Maven release";"git://git.apache.org/maven-release.git"
"Apache Maven repository tools";"git://git.apache.org/maven-repository-tools.git"
"Apache Maven resources";"git://git.apache.org/maven-resources.git"
"Apache Maven sandbox";"git://git.apache.org/maven-sandbox.git"
"Apache Maven scm";"git://git.apache.org/maven-scm.git"
"Apache Maven shared";"git://git.apache.org/maven-shared.git"
"Apache Maven site";"git://git.apache.org/maven-site.git"
"Apache Maven skins";"git://git.apache.org/maven-skins.git"
"Apache Maven Surefire";"git://git.apache.org/maven-surefire.git"
"Apache Maven wagon";"git://git.apache.org/maven-wagon.git"
"Apache Maven";"git://git.apache.org/maven.git"
"Apache MINA SSHD";"git://git.apache.org/mina-sshd.git"
"Apache MINA";"git://git.apache.org/mina.git"
"Apache mod_perl";"git://git.apache.org/mod_perl.git"
"Apache MRUnit";"git://git.apache.org/mrunit.git"
"Apache MyFaces ExtCDI (CODI)";"git://git.apache.org/myfaces-extcdi.git"
"Apache MyFaces ExtVal";"git://git.apache.org/myfaces-extval.git"
"Apache MyFaces Html5 Renderkit";"git://git.apache.org/myfaces-html5.git"
"Apache MyFaces Portlet-Bridge";"git://git.apache.org/myfaces-portlet-bridge.git"
"Apache MyFaces Scripting";"git://git.apache.org/myfaces-scripting.git"
"Apache MyFaces";"git://git.apache.org/myfaces.git"
"Apache NPanday ITs";"git://git.apache.org/npanday-its.git"
"Apache NPanday";"git://git.apache.org/npanday.git"
"Apache Nutch";"git://git.apache.org/nutch.git"
"Apache Nuvem";"git://git.apache.org/nuvem.git"
"Apache ODE";"git://git.apache.org/ode.git"
"Apache OFBiz";"git://git.apache.org/ofbiz.git"
"Apache Oozie";"git://git.apache.org/oozie.git"
"Apache OpenEJB";"git://git.apache.org/openejb.git"
"Apache OpenJPA";"git://git.apache.org/openjpa.git"
"Apache OpenNLP (Incubating)";"git://git.apache.org/opennlp.git"
"Apache OpenWebBeans";"git://git.apache.org/openwebbeans.git"
"Apache PDFBox";"git://git.apache.org/pdfbox.git"
"Apache Photark - Mobile (Incubating)";"git://git.apache.org/photark-mobile.git"
"Apache Photark - Server (Incubating)";"git://git.apache.org/photark.git"
"Apache Pig";"git://git.apache.org/pig.git"
"Apache Pivot";"git://git.apache.org/pivot.git"
"Apache Pluto";"git://git.apache.org/pluto.git"
"Apache POI";"git://git.apache.org/poi.git"
"Apache Qpid";"git://git.apache.org/qpid.git"
"Apache Rampart";"git://git.apache.org/rampart.git"
"Apache RAT (incubating)";"git://git.apache.org/rat.git"
"Apache Rave";"git://git.apache.org/rave.git"
"Apache Redback components";"git://git.apache.org/redback-components.git"
"Apache Redback core";"git://git.apache.org/redback-core.git"
"Apache River";"git://git.apache.org/river.git"
"Apache Roller";"git://git.apache.org/roller.git"
"Apache Sandesha";"git://git.apache.org/sandesha.git"
"Commons Sanselan";"git://git.apache.org/sanselan.git"
"Apache Santuario C++";"git://git.apache.org/santuario-cpp.git"
"Apache Santuario Java";"git://git.apache.org/santuario-java.git"
"Apache Savan";"git://git.apache.org/savan.git"
"Apache ServiceMix archetypes";"git://git.apache.org/servicemix-archetypes.git"
"Apache ServiceMix components";"git://git.apache.org/servicemix-components.git"
"Apache ServiceMix Documentation";"git://git.apache.org/servicemix-documentation.git"
"Apache ServiceMix Maven plug-ins";"git://git.apache.org/servicemix-maven-plugins.git"
"Apache ServiceMix POM";"git://git.apache.org/servicemix-pom.git"
"Apache ServiceMix utils";"git://git.apache.org/servicemix-utils.git"
"Apache ServiceMix website";"git://git.apache.org/servicemix-website.git"
"Apache ServiceMix 3";"git://git.apache.org/servicemix3.git"
"Apache ServiceMix 4 bundles";"git://git.apache.org/servicemix4-bundles.git"
"Apache ServiceMix 4 features";"git://git.apache.org/servicemix4-features.git"
"Apache ServiceMix 4 kernel";"git://git.apache.org/servicemix4-kernel.git"
"Apache ServiceMix 4 legal";"git://git.apache.org/servicemix4-legal.git"
"Apache ServiceMix 4 NMR";"git://git.apache.org/servicemix4-nmr.git"
"Apache ServiceMix 4 specs";"git://git.apache.org/servicemix4-specs.git"
"Apache ServiceMix 5";"git://git.apache.org/servicemix5.git"
"Apache Shindig";"git://git.apache.org/shindig.git"
"Apache Shiro";"git://git.apache.org/shiro.git"
"Apache Sling";"git://git.apache.org/sling.git"
"Apache Solr";"git://git.apache.org/solr.git"
"Apache SpamAssassin";"git://git.apache.org/spamassassin.git"
"Apache Sqoop";"git://git.apache.org/sqoop.git"
"Apache Stanbol (incubating)";"git://git.apache.org/stanbol.git"
"Apache C++ Standard Library";"git://git.apache.org/stdcxx.git"
"Apache Struts Maven";"git://git.apache.org/struts-maven.git"
"Apache Struts Sandbox";"git://git.apache.org/struts-sandbox.git"
"Apache Struts site";"git://git.apache.org/struts-site.git"
"Apache Struts 1";"git://git.apache.org/struts1.git"
"Apache Struts 2";"git://git.apache.org/struts2.git"
"Apache Subversion";"git://git.apache.org/subversion.git"
"Apache Synapse";"git://git.apache.org/synapse.git"
"Apache Tapestry 3";"git://git.apache.org/tapestry3.git"
"Apache Tapestry 4";"git://git.apache.org/tapestry4.git"
"Apache Thrift (incubating)";"git://git.apache.org/thrift.git"
"Apache Tika";"git://git.apache.org/tika.git"
"Apache Tiles";"git://git.apache.org/tiles.git"
"Apache Tomcat Connectors";"git://git.apache.org/tomcat-connectors.git"
"Apache Tomcat Maven plugin";"git://git.apache.org/tomcat-maven-plugin.git"
"Apache Tomcat Native";"git://git.apache.org/tomcat-native.git"
"Apache Tomcat";"git://git.apache.org/tomcat.git"
"Apache Tomcat 5.5.x";"git://git.apache.org/tomcat55.git"
"Apache Tomcat 6.0.x";"git://git.apache.org/tomcat60.git"
"Apache Tomcat 7.0.x";"git://git.apache.org/tomcat70.git"
"Apache TrafficServer Plugins";"git://git.apache.org/trafficserver-plugins.git"
"Apache TrafficServer";"git://git.apache.org/trafficserver.git"
"Apache Tuscany DAS";"git://git.apache.org/tuscany-das.git"
"Apache Tuscany SCA 1.x";"git://git.apache.org/tuscany-sca-1.x.git"
"Apache Tuscany SCA 2.x";"git://git.apache.org/tuscany-sca-2.x.git"
"Apache Tuscany SCA C++";"git://git.apache.org/tuscany-sca-cpp.git"
"Apache Tuscany SDO";"git://git.apache.org/tuscany-sdo.git"
"Apache Vysper";"git://git.apache.org/vysper.git"
"Apache Wave";"git://git.apache.org/wave.git"
"Apache Web Services Axiom";"git://git.apache.org/webservices-axiom.git"
"Apache Web Services Commons XMLSchema";"git://git.apache.org/webservices-commons-xmlschema.git"
"Apache Web Services Neethi";"git://git.apache.org/webservices-neethi.git"
"Apache Whirr";"git://git.apache.org/whirr.git"
"Apache Wicket";"git://git.apache.org/wicket.git"
"Apache Wink (incubating)";"git://git.apache.org/wink.git"
"Apache WSS4J";"git://git.apache.org/wss4j.git"
"Apache Xalan C++";"git://git.apache.org/xalan-c.git"
"Apache Xalan Java";"git://git.apache.org/xalan-j.git"
"Apache Xerces C++";"git://git.apache.org/xerces-c.git"
"Apache Xerces2 Java";"git://git.apache.org/xerces2-j.git"
"Apache XML Graphics Commons";"git://git.apache.org/xml-graphics-commons.git"
"Apache XMLBeans";"git://git.apache.org/xmlbeans.git"
"Apache Zeta Components";"git://git.apache.org/zetacomponents.git"
"Apache Hadoop ZooKeeper";"git://git.apache.org/zookeeper.git"
"TGI EHSS Grupo 1";"git://github.com/ehsstgi/Grupo1.git"
"TGI EHSS Grupo 2";"https://github.com/ehsstgi/Grupo2.git"
